---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Mots grammaticaux (nombres, prépositions, pronoms, conjonctions et déterminants)
813 lemmes et 1 326 formes fléchies de catégorie Mots grammaticaux (nombres, prépositions, pronoms, conjonctions et déterminants) (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
en âge de;171360;Préposition;;;-;;;lefff;en âge de;1042760;-;-;-;-;-;;lefff
;;;;;;;;;en âge d';1042761;-;-;-;-;-;;lefff
en-deçà de;171289;Préposition;;;-;;;lefff;en-deçà de;1042657;-;-;-;-;-;;lefff
;;;;;;;;;en deçà d';1042658;-;-;-;-;-;;lefff
;;;;;;;;;en deçà de;1042659;-;-;-;-;-;;lefff
;;;;;;;;;en-deçà d';1042762;-;-;-;-;-;;lefff
endéans;72298;Préposition;;;-;;a~ d e a~ OU a~ d E/ a~ ;morphalou2 dela dicollecte lefff;endéans;825015;-;-;-;-;-;;dela dicollecte lefff
entre;25449;Préposition;;;-;;a~ t R @;morphalou2 dela dicollecte lefff;entr';217144;-;-;-;-;-;a~ t R;morphalou2
;;;;;;;;;entre;217145;-;-;-;-;-;a~ t R @;morphalou2 dela dicollecte lefff
envers;25572;Préposition;;;-;;a~ v E R;morphalou2 dela dicollecte lefff;envers;219045;-;-;-;-;-;a~ v E R;morphalou2 dela dicollecte lefff
eu égard à;171403;Préposition;;;-;;;lefff;eu égard à;1043233;-;-;-;-;-;;lefff
ex;168848;Préposition;;;-;;;lglex;ex;1019141;-;-;-;-;-;;lglex
excepté;26093;Préposition;;;-;;E k s E p t e;morphalou2 dela dicollecte lefff;excepté;223932;-;-;-;-;-;E k s E p t e;morphalou2 dela dicollecte lefff
face à;171429;Préposition;;;-;;;lefff;face à;1043427;-;-;-;-;-;;lefff
faute de;171437;Préposition;;;-;;;lefff;faute de;1043452;-;-;-;-;-;;lefff
;;;;;;;;;faute d';1043453;-;-;-;-;-;;lefff
fors;27955;Préposition;;;-;;f O R;morphalou2 dela;fors;239126;-;-;-;-;-;f O R;morphalou2 dela
grâce à;171525;Préposition;;;-;;;lefff;grâce à;1044017;-;-;-;-;-;;lefff
hormis;31690;Préposition;;;-;;O R m i;morphalou2 dela dicollecte lefff;hormis;266096;-;-;-;-;-;O R m i;morphalou2 dela dicollecte lefff
hors;31707;Préposition;;;-;;O R;morphalou2 dela dicollecte lefff;hors;266238;-;-;-;-;-;O R;morphalou2 dela dicollecte lefff
hors de;171598;Préposition;;;-;;;lefff;hors de;1044281;-;-;-;-;-;;lefff
;;;;;;;;;hors d';1044282;-;-;-;-;-;;lefff
il y a;171636;Préposition;;;-;;;lefff;il y a;1044590;-;-;-;-;-;;lefff
jouxte;77638;Préposition;;;-;;Z u k s t @;morphalou2 dela;jouxte;948499;-;-;-;-;-;;dela
jusqu'en;171705;Préposition;;;-;;;lefff;jusqu'en;1045058;-;-;-;-;-;;lefff
jusqu'où;171708;Préposition;;;-;;;lefff;jusqu'où;1045061;-;-;-;-;-;;lefff
jusqu'à;116385;Préposition;;;-;;;dicollecte lefff;jusqu'à;871565;-;-;-;-;-;;dicollecte lefff
jusque;35765;Préposition;;;-;;Z y s k @;morphalou2 dela dicollecte lefff;jusqu';291956;-;-;-;-;-;Z y s k;morphalou2 lefff
;;;;;;;;;jusque;291957;-;-;-;-;-;Z y s k @;morphalou2 dela dicollecte lefff
;;;;;;;;;jusques;291958;-;-;-;-;-;Z y s k @;morphalou2
;;;;;;;;;jusqu;948688;-;-;-;-;-;;dela
jusques;77714;Préposition;;;-;;Z y s k @;morphalou2 dela dicollecte;jusques;819112;-;-;-;-;-;;dela dicollecte
le long de;171767;Préposition;;;-;;;lefff;le long de;1045334;-;-;-;-;-;;lefff
;;;;;;;;;le long d';1045335;-;-;-;-;-;;lefff
lez;36786;Préposition;;;-;;l e;morphalou2 dela dicollecte;lez;297145;-;-;-;-;-;l e;morphalou2 dela dicollecte
loin de;171800;Préposition;;;-;;;lefff;loin de;1045456;-;-;-;-;-;;lefff
;;;;;;;;;loin d';1045457;-;-;-;-;-;;lefff
lors de;171804;Préposition;;;-;;;lefff;lors de;1045467;-;-;-;-;-;;lefff
;;;;;;;;;lors d';1045468;-;-;-;-;-;;lefff
lès;37825;Préposition;;;-;;l E OU l E/ ;morphalou2 dela dicollecte lefff;lès;303140;-;-;-;-;-;l E OU l E/ ;morphalou2 dela dicollecte lefff
;;;;;;;;;lez;1045379;-;-;-;-;-;;lefff
malgré;38375;Préposition;;;-;;m a l g R e;morphalou2 dela dicollecte lefff;malgré;306179;-;-;-;-;-;m a l g R e;morphalou2 dela dicollecte lefff
maugré;79162;Préposition;;;-;;m o g R e OU m O/ g R e ;morphalou2;maugré;1026040;-;-;-;-;-;m o g R e OU m O/ g R e ;
moyennant;41113;Préposition;;;-;;m w a j E n a~ OU m w a j E/ n a~ ;morphalou2 dela lefff;moyennant;324031;-;-;-;-;-;m w a j E n a~ OU m w a j E/ n a~ ;morphalou2 dela lefff
non sans;171959;Préposition;;;-;;;lefff;non sans;1046236;-;-;-;-;-;;lefff
nonobstant;42817;Préposition;;;-;;n O n O p s t a~ OU n O/ n O/ p s t a~ ;morphalou2 dela dicollecte lefff;nonobstant;334960;-;-;-;-;-;n O n O p s t a~ OU n O/ n O/ p s t a~ ;morphalou2 dela dicollecte lefff
outre;44633;Préposition;;;-;;u t R @;morphalou2 dela dicollecte lefff;outre;344973;-;-;-;-;-;u t R @;morphalou2 dela dicollecte lefff
par;45332;Préposition;;;-;;p a R;morphalou2 dela dicollecte lefff;par;349567;-;-;-;-;-;p a R;morphalou2 dela dicollecte lefff
par delà;172043;Préposition;;;-;;;lefff;par delà;1046576;-;-;-;-;-;;lefff
par devers;172044;Préposition;;;-;;;lefff;par devers;1046578;-;-;-;-;-;;lefff
par rapport à;172050;Préposition;;;-;;;lefff;par rapport à;1046585;-;-;-;-;-;;lefff
par égard pour;172052;Préposition;;;-;;;lefff;par égard pour;1046587;-;-;-;-;-;;lefff
par égard à;172053;Préposition;;;-;;;lefff;par égard à;1046588;-;-;-;-;-;;lefff
par-delà;107261;Préposition;;;-;;;dicollecte lefff;par-delà;837946;-;-;-;-;-;;dicollecte lefff
;;;;;;;;;par delà;1046577;-;-;-;-;-;;lefff
par-dessous;172055;Préposition;;;-;;;lefff;par-dessous;1046590;-;-;-;-;-;;lefff
par-dessus;172057;Préposition;;;-;;;lefff;par-dessus;1046592;-;-;-;-;-;;lefff
par-devant;110682;Préposition;;;-;;;dicollecte;par-devant;848977;-;-;-;-;-;;dicollecte
par-devers;112822;Préposition;;;-;;;dicollecte;par-devers;857015;-;-;-;-;-;;dicollecte
parmi;45629;Préposition;;;-;;p a R m i;morphalou2 dela dicollecte lefff;parmi;351951;-;-;-;-;-;p a R m i;morphalou2 dela dicollecte lefff
passé;152933;Préposition;;;-;;;dela;passé;973377;-;-;-;-;-;;dela
pendant;46327;Préposition;;;-;;p a~ d a~;morphalou2 dela dicollecte lefff;pendant;356795;-;-;-;-;-;p a~ d a~;morphalou2 dela dicollecte lefff
;;;;;;;;;pdt;1046705;-;-;-;-;-;;lefff
peu de;172095;Préposition;;;-;;;lefff;peu de;1046742;-;-;-;-;-;;lefff
;;;;;;;;;peu d';1046743;-;-;-;-;-;;lefff
plein de;172118;Préposition;;;-;;;lefff;plein de;1046897;-;-;-;-;-;;lefff
;;;;;;;;;plein d';1046898;-;-;-;-;-;;lefff
plus de;172123;Préposition;;;-;;;lefff;plus de;1046937;-;-;-;-;-;;lefff
;;;;;;;;;plus d';1046938;-;-;-;-;-;;lefff
plutôt que de;172130;Préposition;;;-;;;lefff;plutôt que de;1046952;-;-;-;-;-;;lefff
;;;;;;;;;plutôt que d';1046953;-;-;-;-;-;;lefff
posé;155605;Préposition;;;-;;;dela;posé;981054;-;-;-;-;-;;dela
pour;48892;Préposition;;;-;;p u R;morphalou2 dela dicollecte lglex lefff;pour;373161;-;-;-;-;-;p u R;morphalou2 dela dicollecte lglex lefff
;;;;;;;;;pr;1047145;-;-;-;-;-;;lefff
pour cause de;172154;Préposition;;;-;;;lefff;pour cause de;1047114;-;-;-;-;-;;lefff
;;;;;;;;;pour cause d';1047115;-;-;-;-;-;;lefff
pour comble de;172156;Préposition;;;-;;;lefff;pour comble de;1047118;-;-;-;-;-;;lefff
;;;;;;;;;pour comble d';1047119;-;-;-;-;-;;lefff
proche de;172173;Préposition;;;-;;;lefff;proche de;1047162;-;-;-;-;-;;lefff
;;;;;;;;;proche d';1047163;-;-;-;-;-;;lefff
près;156291;Préposition;;;-;;;dela;près;983061;-;-;-;-;-;;dela
près de;172189;Préposition;;;-;;;lefff;près de;1047200;-;-;-;-;-;;lefff
;;;;;;;;;près d';1047201;-;-;-;-;-;;lefff
revoici;53496;Préposition;;;-;;R @ v w a s i;morphalou2 dicollecte;revoici;418589;-;-;-;-;-;R @ v w a s i;morphalou2 dicollecte
revoilà;53497;Préposition;;;-;;R @ v w a l a;morphalou2 dicollecte;revoilà;418590;-;-;-;-;-;R @ v w a l a;morphalou2 dicollecte
rez;88261;Préposition;;;-;;R e;morphalou2;rez;1031181;-;-;-;-;-;R e;
sans;55908;Préposition;;;-;;s a~;morphalou2 dela dicollecte lefff;sans;440115;-;-;-;-;-;s a~;morphalou2 dela dicollecte lefff
sauf;56118;Préposition;;;-;;s o f;morphalou2 dela dicollecte lefff;sauf;441341;-;-;-;-;-;s o f;morphalou2 dela dicollecte lefff
sauf à;172384;Préposition;;;-;;;lefff;sauf à;1049459;-;-;-;-;-;;lefff
selon;56674;Préposition;;;-;;s @ l o~;morphalou2 dela dicollecte lefff;selon;444690;-;-;-;-;-;s @ l o~;morphalou2 dela dicollecte lefff
si près de;172421;Préposition;;;-;;;lefff;si près de;1049633;-;-;-;-;-;;lefff
;;;;;;;;;si près d';1049634;-;-;-;-;-;;lefff
sinon;57288;Préposition;;;-;;s i n o~;morphalou2 dela dicollecte;sinon;448337;-;-;-;-;-;s i n o~;morphalou2 dela dicollecte
sitôt;161046;Préposition;;;-;;;dela;sitôt;996518;-;-;-;-;-;;dela
sous;58009;Préposition;;;-;;s u;morphalou2 dela dicollecte lefff;sous;453355;-;-;-;-;-;s u;morphalou2 dela dicollecte lefff
sous l'effet de;172451;Préposition;;;-;;;lefff;sous l'effet de;1049762;-;-;-;-;-;;lefff
;;;;;;;;;sous l'effet d';1049763;-;-;-;-;-;;lefff
sous le coup de;172452;Préposition;;;-;;;lefff;sous le coup de;1049764;-;-;-;-;-;;lefff
;;;;;;;;;sous le coup d';1049765;-;-;-;-;-;;lefff
suite à;172483;Préposition;;;-;;;lefff;suite à;1050029;-;-;-;-;-;;lefff
suivant;59060;Préposition;;;-;;s H i v a~;morphalou2 dela dicollecte lefff;suivant;460049;-;-;-;-;-;s H i v a~;morphalou2 dela dicollecte lefff
supposé;162453;Préposition;;;-;;;dela;supposé;1000882;-;-;-;-;-;;dela
sur;59231;Préposition;;;-;;s y R;morphalou2 dela dicollecte lglex lefff;sur;461471;-;-;-;-;-;s y R;morphalou2 dela dicollecte lglex lefff
touchant;164345;Préposition;;;-;;;dela;touchant;1006480;-;-;-;-;-;;dela
tout au bout de;172575;Préposition;;;-;;;lefff;tout au bout de;1051097;-;-;-;-;-;;lefff
;;;;;;;;;tout au bout d';1051098;-;-;-;-;-;;lefff
tout au long de;172576;Préposition;;;-;;;lefff;tout au long de;1051099;-;-;-;-;-;;lefff
;;;;;;;;;tout au long d';1051100;-;-;-;-;-;;lefff
tout en haut de;172587;Préposition;;;-;;;lefff;tout en haut de;1051111;-;-;-;-;-;;lefff
;;;;;;;;;tout en haut d';1051112;-;-;-;-;-;;lefff
tout plein de;172592;Préposition;;;-;;;lefff;tout plein de;1051117;-;-;-;-;-;;lefff
;;;;;;;;;tout plein d';1051118;-;-;-;-;-;;lefff
tout près de;172593;Préposition;;;-;;;lefff;tout près de;1051119;-;-;-;-;-;;lefff
;;;;;;;;;tout près d';1051120;-;-;-;-;-;;lefff
vers;64127;Préposition;;;-;;v E R;morphalou2 dela dicollecte lefff;vers;496767;-;-;-;-;-;v E R;morphalou2 dela dicollecte lefff
versus;101759;Préposition;;;-;;;dela dicollecte;versus;820499;-;-;-;-;-;;dela dicollecte
via;64225;Préposition;;;-;;v j a;morphalou2 dela dicollecte lefff;via;497192;-;-;-;-;-;v j a;morphalou2 dela dicollecte lefff
vis-à-vis;172710;Préposition;;;-;;;lefff;vis-à-vis;1052176;-;-;-;-;-;;lefff
vis-à-vis de;172711;Préposition;;;-;;;lefff;vis-à-vis de;1052177;-;-;-;-;-;;lefff
;;;;;;;;;vis-à-vis d';1052178;-;-;-;-;-;;lefff
voici;64713;Préposition;;;-;;v w a s i;morphalou2 dicollecte;voici;500518;-;-;-;-;-;v w a s i;morphalou2 dicollecte
voilà;64724;Préposition;;;-;;v w a l a;morphalou2 dicollecte;voilà;500590;-;-;-;-;-;v w a l a;morphalou2 dicollecte
vs;172694;Préposition;;;-;;;lefff;vs;1052010;-;-;-;-;-;;lefff
;;;;;;;;;versus;1052011;-;-;-;-;-;;lefff
vu;101096;Préposition;;;-;;;dela dicollecte;vu;818705;-;-;-;-;-;;dela dicollecte
y compris;172748;Préposition;;;-;;;lefff;y compris;1052274;-;-;-;-;-;;lefff
à;65530;Préposition;;;-;;a;morphalou2 dela dicollecte lglex lefff;au;504843;-;-;-;-;-;o;morphalou2
;;;;;;;;;aux;504844;-;-;-;-;-;o;morphalou2
;;;;;;;;;à;504845;-;-;-;-;-;a;morphalou2 dela dicollecte lglex lefff
à cause de;172770;Préposition;;;-;;;lefff;à cause de;1052403;-;-;-;-;-;;lefff
;;;;;;;;;à cause d';1052404;-;-;-;-;-;;lefff
à côté de;172776;Préposition;;;-;;;lefff;à côté de;1052412;-;-;-;-;-;;lefff
;;;;;;;;;à côté d';1052413;-;-;-;-;-;;lefff
à défaut de;172781;Préposition;;;-;;;lefff;à défaut de;1052418;-;-;-;-;-;;lefff
;;;;;;;;;à défaut d';1052419;-;-;-;-;-;;lefff
à force de;172783;Préposition;;;-;;;lefff;à force de;1052421;-;-;-;-;-;;lefff
;;;;;;;;;à force d';1052422;-;-;-;-;-;;lefff
à hauteur de;172786;Préposition;;;-;;;lefff;à hauteur de;1052425;-;-;-;-;-;;lefff
;;;;;;;;;à hauteur d';1052426;-;-;-;-;-;;lefff
à l'aune de;172790;Préposition;;;-;;;lefff;à l'aune de;1052431;-;-;-;-;-;;lefff
;;;;;;;;;à l'aune d';1052432;-;-;-;-;-;;lefff
à l'encontre de;172791;Préposition;;;-;;;lefff;à l'encontre de;1052433;-;-;-;-;-;;lefff
;;;;;;;;;à l'encontre d';1052434;-;-;-;-;-;;lefff
à l'instar de;172793;Préposition;;;-;;;lefff;à l'instar de;1052436;-;-;-;-;-;;lefff
;;;;;;;;;à l'instar d';1052437;-;-;-;-;-;;lefff
à l'insu de;172794;Préposition;;;-;;;lefff;à l'insu de;1052438;-;-;-;-;-;;lefff
;;;;;;;;;à l'insu d';1052439;-;-;-;-;-;;lefff
à l'égard de;172795;Préposition;;;-;;;lefff;à l'égard de;1052440;-;-;-;-;-;;lefff
;;;;;;;;;à l'égard d';1052441;-;-;-;-;-;;lefff
à moins de;172803;Préposition;;;-;;;lefff;à moins de;1052450;-;-;-;-;-;;lefff
;;;;;;;;;à moins d';1052451;-;-;-;-;-;;lefff
à même;172807;Préposition;;;-;;;lefff;à même;1052456;-;-;-;-;-;;lefff
à même de;172808;Préposition;;;-;;;lefff;à même de;1052457;-;-;-;-;-;;lefff
;;;;;;;;;à même d';1052458;-;-;-;-;-;;lefff
à partir de;172812;Préposition;;;-;;;lefff;à partir de;1052462;-;-;-;-;-;;lefff
;;;;;;;;;à partir d';1052463;-;-;-;-;-;;lefff
à proportion de;172819;Préposition;;;-;;;lefff;à proportion de;1052471;-;-;-;-;-;;lefff
;;;;;;;;;à proportion d';1052472;-;-;-;-;-;;lefff
à propos de;172821;Préposition;;;-;;;lefff;à propos de;1052474;-;-;-;-;-;;lefff
;;;;;;;;;à propos d';1052475;-;-;-;-;-;;lefff
à raison de;172826;Préposition;;;-;;;lefff;à raison de;1052481;-;-;-;-;-;;lefff
;;;;;;;;;à raison d';1052482;-;-;-;-;-;;lefff
à travers;172838;Préposition;;;-;;;lefff;à travers;1052499;-;-;-;-;-;;lefff
ès;72543;Préposition;;;-;;E s;morphalou2 dela dicollecte;ès;819643;-;-;-;-;-;;dela dicollecte
ôté;82545;Préposition;;;-;;o t e OU O/ t e ;morphalou2 dela;ôté;1019074;-;-;-;-;-;;dela
apr.;172881;Préposition;abréviation;;-;"variante du lemme #5480 ""après""";;lefff;apr.;1036870;-;-;-;-;-;;lefff
av.;172883;Préposition;abréviation;;-;"variante du lemme #7417 ""avant""";;lefff;av.;1038188;-;-;-;-;-;;lefff
cf.;172886;Préposition;abréviation;;-;"variante du lemme #170908 ""cf""";;lefff;cf.;1039197;-;-;-;-;-;;lefff
conf.;172887;Préposition;abréviation;;-;"variante du lemme #170908 ""cf""";;lefff;conf.;1039798;-;-;-;-;-;;lefff
vs.;172915;Préposition;abréviation;;-;"variante du lemme #172694 ""vs""";;lefff;vs.;1052216;-;-;-;-;-;;lefff
au;101033;Préposition;+ article;;-;;;dela dicollecte;au;818567;singular;-;masculine;-;-;;dela dicollecte
;;;;;;;;;aux;893098;plural;-;invariable;-;-;;dela dicollecte
du;131271;Préposition;+ article;;-;;;dela;des;912903;plural;-;invariable;-;-;;dela
;;;;;;;;;du;916466;singular;-;masculine;-;-;;dela
audit;101478;Préposition;+ déterminant;;-;;;dela dicollecte;audit;819727;singular;-;masculine;-;-;;dela dicollecte
;;;;;;;;;auxdites;893099;plural;-;feminine;-;-;;dela dicollecte
;;;;;;;;;auxdits;893100;plural;-;masculine;-;-;;dela dicollecte
dudit;131285;Préposition;+ déterminant;;-;;;dela;desdites;912930;plural;-;feminine;-;-;;dela
;;;;;;;;;desdits;912931;plural;-;masculine;-;-;;dela
;;;;;;;;;dudit;916505;singular;-;masculine;-;-;;dela
ce;126649;Pronom;démonstratif;;-;;s @;morphalou2 dela lefff;c';85724;singular;-;masculine;-;thirdPerson;k;morphalou2 lefff
;;;;;;;;;ce;901536;singular;-;masculine;-;thirdPerson;s @;dela lefff
ceci;13917;Pronom;démonstratif;;-;;s @ s i;morphalou2 dela dicollecte lefff;ceci;97810;singular;-;neuter;-;-;s @ s i;morphalou2 dela dicollecte lefff
cela;13934;Pronom;démonstratif;;-;;s @ l a;morphalou2 dela dicollecte lefff;cela;98041;singular;-;-;-;-;s @ l a;morphalou2 dela dicollecte lefff
celui;13977;Pronom;démonstratif;;-;;s @ l H i;morphalou2 dela dicollecte lefff;celle;98192;singular;-;feminine;-;-;s E l @ OU s E/ l @ ;morphalou2 dela dicollecte lefff
;;;;;;;;;celles;98193;plural;-;feminine;-;-;s E l @ OU s E/ l @ ;morphalou2 dela dicollecte lefff
;;;;;;;;;celui;98194;singular;-;masculine;-;-;s @ l H i;morphalou2 dela dicollecte lefff
;;;;;;;;;ceux;98195;plural;-;masculine;-;-;s 2;morphalou2 dela lefff
celui-ci;69884;Pronom;démonstratif;;-;;s @ l H i s i;morphalou2 dela dicollecte lefff;celui-ci;821098;singular;-;masculine;-;-;s @ l H i s i;dela dicollecte lefff
;;;;;;;;;celle-ci;821734;singular;-;feminine;-;-;s E l @ s i OU s E/ l @ s i ;dela dicollecte lefff
;;;;;;;;;ceux-ci;822920;plural;-;masculine;-;-;s 2 s i;dela dicollecte lefff
;;;;;;;;;celles-ci;825140;plural;-;feminine;-;-;s E l @ s i OU s E/ l @ s i ;dela dicollecte lefff
celui-là;69885;Pronom;démonstratif;;-;;s @ l H i l a;morphalou2 dela dicollecte lefff;celui-là;826247;singular;-;masculine;-;-;s @ l H i l a;dela dicollecte lefff
;;;;;;;;;ceux-là;826924;plural;-;masculine;-;-;s 2 l a;dela dicollecte lefff
;;;;;;;;;celle-là;828830;singular;-;feminine;-;-;s E l @ l a OU s E/ l @ l a ;dela dicollecte lefff
;;;;;;;;;celles-là;836281;plural;-;feminine;-;-;s E l @ l a OU s E/ l @ l a ;dela dicollecte lefff
ci;70385;Pronom;démonstratif;;-;;s i;morphalou2;ci;1021166;-;-;-;-;-;s i;
icelui;76304;Pronom;démonstratif;;-;;i s @ l H i;morphalou2 dela dicollecte lefff;icelle;820064;singular;-;feminine;-;thirdPerson;i s E l @;dela dicollecte lefff
;;;;;;;;;icelui;821257;singular;-;masculine;-;thirdPerson;;dela dicollecte lefff
;;;;;;;;;icelles;940880;plural;-;feminine;-;thirdPerson;i s E l @;dela dicollecte lefff
;;;;;;;;;iceux;940882;plural;-;masculine;-;thirdPerson;;dela lefff
ça;65552;Pronom;démonstratif;;-;;s a;morphalou2 dela dicollecte lefff;ça;504943;singular;-;masculine;-;thirdPerson;s a;morphalou2 dela dicollecte lefff
;;;;;;;;;ç';1020645;singular;-;neuter;-;thirdPerson;s;
le leur;171741;Pronom;possessif;;-;;;lefff;le leur;1045190;plural;-;masculine;-;thirdPerson;;lefff
;;;;;;;;;la leur;1045191;plural;-;feminine;-;thirdPerson;;lefff
;;;;;;;;;les leurs;1045359;plural;-;masculine;-;thirdPerson;;lefff
le mien;171742;Pronom;possessif;;-;;;lefff;le mien;1045192;singular;-;masculine;-;firstPerson;;lefff
;;;;;;;;;la mienne;1045193;singular;-;feminine;-;firstPerson;;lefff
;;;;;;;;;les miennes;1045360;singular;-;feminine;-;firstPerson;;lefff
;;;;;;;;;les miens;1045361;singular;-;masculine;-;firstPerson;;lefff
le nôtre;171743;Pronom;possessif;;-;;;lefff;le nôtre;1045194;plural;-;masculine;-;firstPerson;;lefff
;;;;;;;;;la nôtre;1045195;plural;-;feminine;-;firstPerson;;lefff
;;;;;;;;;les nôtres;1045362;plural;-;masculine;-;firstPerson;;lefff
le sien;171747;Pronom;possessif;;-;;;lefff;le sien;1045202;singular;-;masculine;-;thirdPerson;;lefff
;;;;;;;;;la sienne;1045203;singular;-;feminine;-;thirdPerson;;lefff
;;;;;;;;;les siennes;1045363;singular;-;feminine;-;thirdPerson;;lefff
;;;;;;;;;les siens;1045364;singular;-;masculine;-;thirdPerson;;lefff
le tien;171748;Pronom;possessif;;-;;;lefff;le tien;1045204;singular;-;masculine;-;secondPerson;;lefff
;;;;;;;;;la tienne;1045205;singular;-;feminine;-;secondPerson;;lefff
;;;;;;;;;les tiennes;1045365;singular;-;feminine;-;secondPerson;;lefff
;;;;;;;;;les tiens;1045366;singular;-;masculine;-;secondPerson;;lefff
le vôtre;171749;Pronom;possessif;;-;;;lefff;le vôtre;1045206;plural;-;masculine;-;secondPerson;;lefff
;;;;;;;;;la vôtre;1045207;plural;-;feminine;-;secondPerson;;lefff
;;;;;;;;;les vôtres;1045369;plural;-;masculine;-;secondPerson;;lefff
mien;39783;Pronom;possessif;;-;;m j e~;morphalou2;mien;315341;-;-;-;-;-;m j e~;morphalou2
;;;;;;;;;mienne;315342;-;-;-;-;-;m j E n @;morphalou2
;;;;;;;;;miennes;315343;-;-;-;-;-;m j E n @;morphalou2
;;;;;;;;;miens;315344;-;-;-;-;-;m j e~;morphalou2
nôtre;43349;Pronom;possessif;;-;;n o t R @;morphalou2;nôtre;337535;-;-;-;-;-;n o t R @;morphalou2
;;;;;;;;;nôtres;337536;-;-;-;-;-;n o t R @;morphalou2
sien;57092;Pronom;possessif;;-;;s j e~;morphalou2;sien;446967;-;-;-;-;-;s j e~;morphalou2
;;;;;;;;;sienne;446968;-;-;-;-;-;s j E n @;morphalou2
;;;;;;;;;siennes;446969;-;-;-;-;-;s j E n @;morphalou2
;;;;;;;;;siens;446970;-;-;-;-;-;s j e~;morphalou2
tien;61144;Pronom;possessif;;-;;t j e~;morphalou2;tien;475242;-;-;-;-;-;t j e~;morphalou2
;;;;;;;;;tienne;475243;-;-;-;-;-;t j E n @;morphalou2
;;;;;;;;;tiennes;475244;-;-;-;-;-;t j E n @;morphalou2
;;;;;;;;;tiens;475245;-;-;-;-;-;t j e~;morphalou2
vôtre;65152;Pronom;possessif;;-;;v o t R @;morphalou2;vôtre;503280;-;-;-;-;-;v o t R @;morphalou2
;;;;;;;;;vôtres;503281;-;-;-;-;-;v o t R @;morphalou2
ce;170854;Pronom;personnel;;-;;;lefff;ce;1038916;-;-;-;-;-;;lefff
;;;;;;;;;c';1038917;singular;-;-;-;-;;lefff
;;;;;;;;;ç';1052504;singular;-;masculine;-;thirdPerson;;lefff
che;170909;Pronom;personnel;;-;;;lefff;che;1039198;-;-;-;-;-;;lefff
;;;;;;;;;ch';1039199;singular;-;-;-;firstPerson;;lefff
cézigue;70054;Pronom;personnel;;-;;s e z i g @ OU s E/ z i g @ ;morphalou2 dela;cézigue;912031;singular;-;invariable;-;thirdPerson;;dela
en;134765;Pronom;personnel;;-;;a~;dela;en;921106;invariable;-;invariable;-;thirdPerson;;dela
eux;26037;Pronom;personnel;;-;;2;morphalou2 dela dicollecte lefff;eux;223308;plural;-;masculine;-;thirdPerson;2;morphalou2 dela dicollecte lefff
il;32576;Pronom;personnel;;-;;i l;morphalou2 dela dicollecte lefff;elle;198365;singular;-;feminine;-;thirdPerson;E l @;morphalou2 dela dicollecte lefff
;;;;;;;;;elles;198366;plural;-;feminine;-;thirdPerson;E l @;morphalou2 dela dicollecte lefff
;;;;;;;;;il;270878;singular;-;masculine;-;thirdPerson;i l;morphalou2 dela dicollecte lefff
;;;;;;;;;ils;270879;plural;-;masculine;-;thirdPerson;i l;morphalou2 dela dicollecte lefff
je;35467;Pronom;personnel;;-;;Z @;morphalou2 dela dicollecte lefff;j';290062;singular;-;-;-;firstPerson;Z;morphalou2 lefff
;;;;;;;;;je;290063;singular;-;-;-;firstPerson;Z @;morphalou2 dela dicollecte lefff
l'on;171737;Pronom;personnel;;-;;;lefff;l'on;1045182;singular;-;-;-;thirdPerson;;lefff
le;144737;Pronom;personnel;;-;;l @;dela;la;949520;singular;-;feminine;-;thirdPerson;;dela
;;;;;;;;;le;950655;singular;-;masculine;-;thirdPerson;;dela
;;;;;;;;;les;950898;plural;-;invariable;-;thirdPerson;;dela
leur;36744;Pronom;personnel;;-;;l 9 R;morphalou2 dela dicollecte;leur;296849;singular;-;invariable;-;thirdPerson;l 9 R;morphalou2 dela dicollecte
;;;;;;;;;leurs;296850;plural;-;invariable;-;thirdPerson;l 9 R;morphalou2
leurszigues;145347;Pronom;personnel;;-;;;dela;leurszigues;951180;plural;-;invariable;-;thirdPerson;;dela
