---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
coutumièrement;18824;Adverbe;;;-;;k u t y m j E R @ m a~ OU k u t y m j E/ R @ m a~ ;morphalou2 dela dicollecte lglex;coutumièrement;135343;-;-;-;-;-;k u t y m j E R @ m a~ OU k u t y m j E/ R @ m a~ ;morphalou2 dela dicollecte lglex
coéternellement;18875;Adverbe;;;-;;k O e t E R n E l @ m a~ OU k O/ E/ t E R n E/ l @ m a~ ;morphalou2;coéternellement;135611;-;-;-;-;-;k O e t E R n E l @ m a~ OU k O/ E/ t E R n E/ l @ m a~ ;morphalou2
coûteusement;18888;Adverbe;;;-;;k u t 9 z @ m a~ OU k u t 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;coûteusement;135791;-;-;-;-;-;k u t 9 z @ m a~ OU k u t 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
craintivement;18920;Adverbe;;;-;;k R e~ t i v @ m a~;morphalou2 dela dicollecte lglex lefff;craintivement;136107;-;-;-;-;-;k R e~ t i v @ m a~;morphalou2 dela dicollecte lglex lefff
crapuleusement;18959;Adverbe;;;-;;k R a p y l 9 z @ m a~ OU k R a p y l 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;crapuleusement;136583;-;-;-;-;-;k R a p y l 9 z @ m a~ OU k R a p y l 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
crescendo;19014;Adverbe;;;-;;k R E S E n d o OU k R E/ S E n d o ;morphalou2 dela dicollecte lefff;crescendo;137145;-;-;-;-;-;k R E S E n d o OU k R E/ S E n d o ;morphalou2 dela dicollecte lefff
criminellement;19085;Adverbe;;;-;;k R i m i n E l @ m a~ OU k R i m i n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;criminellement;137708;-;-;-;-;-;k R i m i n E l @ m a~ OU k R i m i n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
cruellement;19287;Adverbe;;;-;;k R y E l @ m a~ OU k R y E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;cruellement;139371;-;-;-;-;-;k R y E l @ m a~ OU k R y E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
crânement;19312;Adverbe;;;-;;k R a n @ m a~;morphalou2 dela dicollecte lglex lefff;crânement;139436;-;-;-;-;-;k R a n @ m a~;morphalou2 dela dicollecte lglex lefff
crûment;19431;Adverbe;;;-;;k R y m a~;morphalou2 dela dicollecte lglex lefff;crûment;140578;-;-;-;-;-;k R y m a~;morphalou2 dela dicollecte lglex lefff
cuisamment;19489;Adverbe;;;-;;k H i z a m a~;morphalou2 dela lglex;cuisamment;140958;-;-;-;-;-;k H i z a m a~;morphalou2 dela lglex
cultuellement;19558;Adverbe;;;-;;k y l t y E l @ m a~ OU k y l t y E/ l @ m a~ ;morphalou2 dela dicollecte lglex;cultuellement;141523;-;-;-;-;-;k y l t y E l @ m a~ OU k y l t y E/ l @ m a~ ;morphalou2 dela dicollecte lglex
cumulativement;19571;Adverbe;;;-;;k y m y l a t i v @ m a~;morphalou2 dela dicollecte lglex lefff;cumulativement;141558;-;-;-;-;-;k y m y l a t i v @ m a~;morphalou2 dela dicollecte lglex lefff
curieusement;19611;Adverbe;;;-;;k y R j 9 z @ m a~ OU k y R j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;curieusement;141869;-;-;-;-;-;k y R j 9 z @ m a~ OU k y R j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
cursivement;19620;Adverbe;;;-;;k y R s i v @ m a~;morphalou2 dela dicollecte lglex lefff;cursivement;141890;-;-;-;-;-;k y R s i v @ m a~;morphalou2 dela dicollecte lglex lefff
cyniquement;19737;Adverbe;;;-;;s i n i k @ m a~;morphalou2 dela dicollecte lglex lefff;cyniquement;142538;-;-;-;-;-;s i n i k @ m a~;morphalou2 dela dicollecte lglex lefff
cytologiquement;19780;Adverbe;;;-;;s i t O l O Z i k @ m a~ OU s i t O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex;cytologiquement;142642;-;-;-;-;-;s i t O l O Z i k @ m a~ OU s i t O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex
câlinement;19808;Adverbe;;;-;;k a l i n @ m a~;morphalou2 dela dicollecte lglex lefff;câlinement;142757;-;-;-;-;-;k a l i n @ m a~;morphalou2 dela dicollecte lglex lefff
céans;19821;Adverbe;;;-;;s e a~ OU s E/ a~ ;morphalou2 dicollecte lglex lefff;céans;142833;-;-;-;-;-;s e a~ OU s E/ a~ ;morphalou2 dicollecte lglex lefff
célestement;19842;Adverbe;;;-;;s e l E s t @ m a~ OU s E/ l E s t @ m a~ ;morphalou2 dela lglex;célestement;142978;-;-;-;-;-;s e l E s t @ m a~ OU s E/ l E s t @ m a~ ;morphalou2 dela lglex
cérébralement;19938;Adverbe;;;-;;s e R e b R a l @ m a~ OU s E/ R E/ b R a l @ m a~ ;morphalou2 dela dicollecte lglex;cérébralement;143313;-;-;-;-;-;s e R e b R a l @ m a~ OU s E/ R E/ b R a l @ m a~ ;morphalou2 dela dicollecte lglex
cérémoniellement;19949;Adverbe;;;-;;s e R e m O n j E l @ m a~ OU s E/ R E/ m O/ n j E/ l @ m a~ ;morphalou2 dela lglex;cérémoniellement;143338;-;-;-;-;-;s e R e m O n j E l @ m a~ OU s E/ R E/ m O/ n j E/ l @ m a~ ;morphalou2 dela lglex
cérémonieusement;19950;Adverbe;;;-;;s e R e m O n j 9 z @ m a~ OU s E/ R E/ m O/ n j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;cérémonieusement;143339;-;-;-;-;-;s e R e m O n j 9 z @ m a~ OU s E/ R E/ m O/ n j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
dangereusement;20080;Adverbe;;;-;;d a~ Z @ R 9 z @ m a~ OU d a~ Z @ R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;dangereusement;144430;-;-;-;-;-;d a~ Z @ R 9 z @ m a~ OU d a~ Z @ R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
davantage;20149;Adverbe;;;-;;d a v a~ t a Z @;morphalou2 dela dicollecte lefff;davantage;144890;-;-;-;-;-;d a v a~ t a Z @;morphalou2 dela dicollecte lefff
debout;20156;Adverbe;;;-;;d @ b u;morphalou2 dela dicollecte lefff;debout;144907;-;-;-;-;-;d @ b u;morphalou2 dela dicollecte lefff
decrescendo;20161;Adverbe;;;-;;d e k R E S E n d o OU d E/ k R E/ S E n d o ;morphalou2 dela dicollecte;decrescendo;144919;-;-;-;-;-;d e k R E S E n d o OU d E/ k R E/ S E n d o ;morphalou2 dela dicollecte
dedans;20163;Adverbe;;;-;;d @ d a~;morphalou2 dela dicollecte lefff;dedans;144922;-;-;-;-;-;d @ d a~;morphalou2 dela dicollecte lefff
dehors;20166;Adverbe;;;-;;d @ O R;morphalou2 dela dicollecte lefff;dehors;144927;-;-;-;-;-;d @ O R;morphalou2 dela dicollecte lefff
demain;20181;Adverbe;;;-;;d @ m e~;morphalou2 dela dicollecte lglex lefff;demain;144964;-;-;-;-;-;d @ m e~;morphalou2 dela dicollecte lglex lefff
densément;20212;Adverbe;;;-;;d a~ s e m a~ OU d a~ s E/ m a~ ;morphalou2 dela dicollecte lglex lefff;densément;145186;-;-;-;-;-;d a~ s e m a~ OU d a~ s E/ m a~ ;morphalou2 dela dicollecte lglex lefff
derechef;20243;Adverbe;;;-;;d @ R @ S E f;morphalou2 dela dicollecte lglex lefff;derechef;145311;-;-;-;-;-;d @ R @ S E f;morphalou2 dela dicollecte lglex lefff
dernièrement;20262;Adverbe;;;-;;d E R n j E R @ m a~ OU d E R n j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;dernièrement;145356;-;-;-;-;-;d E R n j E R @ m a~ OU d E R n j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
despotiquement;20286;Adverbe;;;-;;d E s p O t i k @ m a~ OU d E s p O/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;despotiquement;145511;-;-;-;-;-;d E s p O t i k @ m a~ OU d E s p O/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
deuxièmement;20363;Adverbe;;;-;;d 2 z j E m @ m a~ OU d 6 z j E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff;deuxièmement;146421;-;-;-;-;-;d 2 z j E m @ m a~ OU d 6 z j E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff
dextrement;20393;Adverbe;;;-;;d E k s t R @ m a~;morphalou2 dela lglex;dextrement;146726;-;-;-;-;-;d E k s t R @ m a~;morphalou2 dela lglex
dextrorsum;20399;Adverbe;;;-;;d E k s t R O R s O m;morphalou2 dela dicollecte lefff;dextrorsum;146743;-;-;-;-;-;d E k s t R O R s O m;morphalou2 dela dicollecte lefff
diablement;20407;Adverbe;;;-;;d j a b l @ m a~;morphalou2 dela dicollecte lglex lefff;diablement;146757;-;-;-;-;-;d j a b l @ m a~;morphalou2 dela dicollecte lglex lefff
diaboliquement;20413;Adverbe;;;-;;d j a b O l i k @ m a~ OU d j a b O/ l i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;diaboliquement;146769;-;-;-;-;-;d j a b O l i k @ m a~ OU d j a b O/ l i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
diachroniquement;20422;Adverbe;;;-;;d j a k R O n i k @ m a~ OU d j a k R O/ n i k @ m a~ ;morphalou2 dela dicollecte lglex;diachroniquement;146790;-;-;-;-;-;d j a k R O n i k @ m a~ OU d j a k R O/ n i k @ m a~ ;morphalou2 dela dicollecte lglex
diagonalement;20448;Adverbe;;;-;;d j a g O n a l @ m a~ OU d j a g O/ n a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;diagonalement;146951;-;-;-;-;-;d j a g O n a l @ m a~ OU d j a g O/ n a l @ m a~ ;morphalou2 dela dicollecte lglex lefff
dialectiquement;20458;Adverbe;;;-;;d j a l E k t i k @ m a~;morphalou2 dela dicollecte lglex lefff;dialectiquement;146976;-;-;-;-;-;d j a l E k t i k @ m a~;morphalou2 dela dicollecte lglex lefff
diamétralement;20491;Adverbe;;;-;;d j a m e t R a l @ m a~ OU d j a m E/ t R a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;diamétralement;147259;-;-;-;-;-;d j a m e t R a l @ m a~ OU d j a m E/ t R a l @ m a~ ;morphalou2 dela dicollecte lglex lefff
diantrement;20495;Adverbe;;;-;;d j a~ t R @ m a~;morphalou2 dela dicollecte lglex lefff;diantrement;147266;-;-;-;-;-;d j a~ t R @ m a~;morphalou2 dela dicollecte lglex lefff
diatoniquement;20540;Adverbe;;;-;;d j a t O n i k @ m a~ OU d j a t O/ n i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;diatoniquement;147577;-;-;-;-;-;d j a t O n i k @ m a~ OU d j a t O/ n i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
dictatorialement;20571;Adverbe;;;-;;d i k t a t O R j a l @ m a~ OU d i k t a t O/ R j a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;dictatorialement;147708;-;-;-;-;-;d i k t a t O R j a l @ m a~ OU d i k t a t O/ R j a l @ m a~ ;morphalou2 dela dicollecte lglex lefff
didactiquement;20583;Adverbe;;;-;;d i d a k t i k @ m a~;morphalou2 dela dicollecte lglex lefff;didactiquement;147782;-;-;-;-;-;d i d a k t i k @ m a~;morphalou2 dela dicollecte lglex lefff
difficilement;20610;Adverbe;;;-;;d i f i s i l @ m a~;morphalou2 dela dicollecte lglex lefff;difficilement;147900;-;-;-;-;-;d i f i s i l @ m a~;morphalou2 dela dicollecte lglex lefff
difficultueusement;20611;Adverbe;;;-;;d i f i k y l t y 2 z @ m a~ OU d i f i k y l t y 6 z @ m a~ ;morphalou2 dela lglex;difficultueusement;147901;-;-;-;-;-;d i f i k y l t y 2 z @ m a~ OU d i f i k y l t y 6 z @ m a~ ;morphalou2 dela lglex
différemment;20633;Adverbe;;;-;;d i f e R a m a~ OU d i f E/ R a m a~ ;morphalou2 dela dicollecte lglex lefff;différemment;148156;-;-;-;-;-;d i f e R a m a~ OU d i f E/ R a m a~ ;morphalou2 dela dicollecte lglex lefff
dignement;20666;Adverbe;;;-;;d i J @ m a~;morphalou2 dela dicollecte lglex lefff;dignement;148396;-;-;-;-;-;d i J @ m a~;morphalou2 dela dicollecte lglex lefff
diligemment;20708;Adverbe;;;-;;d i l i Z a m a~;morphalou2 dela dicollecte lglex lefff;diligemment;148914;-;-;-;-;-;d i l i Z a m a~;morphalou2 dela dicollecte lglex lefff
diminuendo;20730;Adverbe;;;-;;d i m i n y E n d o;morphalou2 dela dicollecte lefff;diminuendo;149121;-;-;-;-;-;d i m i n y E n d o;morphalou2 dela dicollecte lefff
diplomatiquement;20808;Adverbe;;;-;;d i p l O m a t i k @ m a~ OU d i p l O/ m a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;diplomatiquement;149557;-;-;-;-;-;d i p l O m a t i k @ m a~ OU d i p l O/ m a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
directement;20834;Adverbe;;;-;;d i R E k t @ m a~;morphalou2 dela dicollecte lglex lefff;directement;149722;-;-;-;-;-;d i R E k t @ m a~;morphalou2 dela dicollecte lglex lefff
discrètement;20910;Adverbe;;;-;;d i s k R E t @ m a~ OU d i s k R E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff;discrètement;150365;-;-;-;-;-;d i s k R E t @ m a~ OU d i s k R E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff
discrétionnairement;20918;Adverbe;;;-;;d i s k R e s j O n E R @ m a~;morphalou2 dela dicollecte lglex;discrétionnairement;150435;-;-;-;-;-;d i s k R e s j O n E R @ m a~;morphalou2 dela dicollecte lglex
discursivement;20922;Adverbe;;;-;;d i s k y R s i v @ m a~;morphalou2 dela lglex;discursivement;150493;-;-;-;-;-;d i s k y R s i v @ m a~;morphalou2 dela lglex
disgracieusement;20941;Adverbe;;;-;;d i s g R a s j 9 z @ m a~ OU d i s g R a s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex;disgracieusement;150689;-;-;-;-;-;d i s g R a s j 9 z @ m a~ OU d i s g R a s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex
disproportionnément;20993;Adverbe;;;-;;d i s p R O p O R s j O n e m a~ OU d i s p R O/ p O R s j O/ n E/ m a~ ;morphalou2 dela lglex;disproportionnément;151171;-;-;-;-;-;d i s p R O p O R s j O n e m a~ OU d i s p R O/ p O R s j O/ n E/ m a~ ;morphalou2 dela lglex
dissolument;21056;Adverbe;;;-;;d i s O l y m a~ OU d i s O/ l y m a~ ;morphalou2 dela lglex;dissolument;151781;-;-;-;-;-;d i s O l y m a~ OU d i s O/ l y m a~ ;morphalou2 dela lglex
distinctement;21107;Adverbe;;;-;;d i s t e~ k t @ m a~;morphalou2 dela dicollecte lglex lefff;distinctement;152343;-;-;-;-;-;d i s t e~ k t @ m a~;morphalou2 dela dicollecte lglex lefff
distraitement;21125;Adverbe;;;-;;d i s t R E t @ m a~ OU d i s t R E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff;distraitement;152525;-;-;-;-;-;d i s t R E t @ m a~ OU d i s t R E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff
distributivement;21138;Adverbe;;;-;;d i s t R i b y t i v @ m a~;morphalou2 dela dicollecte lglex;distributivement;152609;-;-;-;-;-;d i s t R i b y t i v @ m a~;morphalou2 dela dicollecte lglex
dito;21147;Adverbe;;;-;;d i t o;morphalou2 dela dicollecte lefff;dito;152681;-;-;-;-;-;d i t o;morphalou2 dela dicollecte lefff
diversement;21167;Adverbe;;;-;;d i v E R s @ m a~;morphalou2 dela dicollecte lglex lefff;diversement;152830;-;-;-;-;-;d i v E R s @ m a~;morphalou2 dela dicollecte lglex lefff
divinement;21187;Adverbe;;;-;;d i v i n @ m a~;morphalou2 dela dicollecte lglex lefff;divinement;152976;-;-;-;-;-;d i v i n @ m a~;morphalou2 dela dicollecte lglex lefff
dixièmement;21219;Adverbe;;;-;;d i z j E m @ m a~ OU d i z j E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff;dixièmement;153255;-;-;-;-;-;d i z j E m @ m a~ OU d i z j E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff
docilement;21246;Adverbe;;;-;;d O s i l @ m a~ OU d O/ s i l @ m a~ ;morphalou2 dela dicollecte lglex lefff;docilement;153365;-;-;-;-;-;d O s i l @ m a~ OU d O/ s i l @ m a~ ;morphalou2 dela dicollecte lglex lefff
doctement;21253;Adverbe;;;-;;d O k t @ m a~ OU d O/ k t @ m a~ ;morphalou2 dela dicollecte lglex lefff;doctement;153380;-;-;-;-;-;d O k t @ m a~ OU d O/ k t @ m a~ ;morphalou2 dela dicollecte lglex lefff
doctoralement;21256;Adverbe;;;-;;d O k t O R a l @ m a~ OU d O/ k t O/ R a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;doctoralement;153387;-;-;-;-;-;d O k t O R a l @ m a~ OU d O/ k t O/ R a l @ m a~ ;morphalou2 dela dicollecte lglex lefff
doctrinalement;21262;Adverbe;;;-;;d O k t R i n a l @ m a~ OU d O/ k t R i n a l @ m a~ ;morphalou2 dela dicollecte lglex;doctrinalement;153402;-;-;-;-;-;d O k t R i n a l @ m a~ OU d O/ k t R i n a l @ m a~ ;morphalou2 dela dicollecte lglex
dogmatiquement;21297;Adverbe;;;-;;d O g m a t i k @ m a~ OU d O/ g m a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;dogmatiquement;153687;-;-;-;-;-;d O g m a t i k @ m a~ OU d O/ g m a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
dolce;21316;Adverbe;;;-;;d O l t S e;morphalou2 dela dicollecte lefff;dolce;153822;-;-;-;-;-;d O l t S e;morphalou2 dela dicollecte lefff
dolemment;21317;Adverbe;;;-;;d O l a m a~ OU d O/ l a m a~ ;morphalou2 dela lglex;dolemment;153823;-;-;-;-;-;d O l a m a~ OU d O/ l a m a~ ;morphalou2 dela lglex
dolentement;21320;Adverbe;;;-;;d O l a~ t @ m a~ OU d O/ l a~ t @ m a~ ;morphalou2 dela lglex;dolentement;153830;-;-;-;-;-;d O l a~ t @ m a~ OU d O/ l a~ t @ m a~ ;morphalou2 dela lglex
dolosivement;21340;Adverbe;;;-;;d O l O z i v @ m a~ OU d O/ l O/ z i v @ m a~ ;morphalou2 dela lglex;dolosivement;153926;-;-;-;-;-;d O l O z i v @ m a~ OU d O/ l O/ z i v @ m a~ ;morphalou2 dela lglex
dommageablement;21376;Adverbe;;;-;;d O m a Z a b l @ m a~ OU d O/ m a Z a b l @ m a~ ;morphalou2 dela lglex;dommageablement;154213;-;-;-;-;-;d O m a Z a b l @ m a~ OU d O/ m a Z a b l @ m a~ ;morphalou2 dela lglex
dont;21411;Adverbe;;;-;;d o~;morphalou2 dela dicollecte;dont;154393;-;-;-;-;-;d o~;morphalou2 dela dicollecte
dorénavant;21453;Adverbe;;;-;;d O R e n a v a~ OU d O/ R E/ n a v a~ ;morphalou2 dela dicollecte lglex lefff;dorénavant;154686;-;-;-;-;-;d O R e n a v a~ OU d O/ R E/ n a v a~ ;morphalou2 dela dicollecte lglex lefff
doublement;21487;Adverbe;;;-;;d u b l @ m a~;morphalou2 dela dicollecte lglex lefff;doublement;154912;-;-;-;-;-;d u b l @ m a~;morphalou2 dela dicollecte lglex lefff
doucement;21499;Adverbe;;;-;;d u s @ m a~;morphalou2 dela dicollecte lglex lefff;doucement;154986;-;-;-;-;-;d u s @ m a~;morphalou2 dela dicollecte lglex lefff
doucereusement;21500;Adverbe;;;-;;d u s @ R 9 z @ m a~ OU d u s @ R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;doucereusement;154987;-;-;-;-;-;d u s @ R 9 z @ m a~ OU d u s @ R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
doucettement;21505;Adverbe;;;-;;d u s E t @ m a~ OU d u s E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff;doucettement;155000;-;-;-;-;-;d u s E t @ m a~ OU d u s E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff
douillettement;21521;Adverbe;;;-;;d u j E t @ m a~ OU d u j E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff;douillettement;155230;-;-;-;-;-;d u j E t @ m a~ OU d u j E/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff
douloureusement;21526;Adverbe;;;-;;d u l u R 9 z @ m a~ OU d u l u R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;douloureusement;155238;-;-;-;-;-;d u l u R 9 z @ m a~ OU d u l u R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
douteusement;21539;Adverbe;;;-;;d u t 9 z @ m a~ OU d u t 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;douteusement;155316;-;-;-;-;-;d u t 9 z @ m a~ OU d u t 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
douzièmement;21548;Adverbe;;;-;;d u z j E m @ m a~ OU d u z j E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff;douzièmement;155339;-;-;-;-;-;d u z j E m @ m a~ OU d u z j E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff
dramatiquement;21594;Adverbe;;;-;;d R a m a t i k @ m a~;morphalou2 dela dicollecte lglex lefff;dramatiquement;155635;-;-;-;-;-;d R a m a t i k @ m a~;morphalou2 dela dicollecte lglex lefff
droitement;21675;Adverbe;;;-;;d R w a t @ m a~;morphalou2 dela dicollecte lglex lefff;droitement;156161;-;-;-;-;-;d R w a t @ m a~;morphalou2 dela dicollecte lglex lefff
drolatiquement;21681;Adverbe;;;-;;d R O l a t i k @ m a~ OU d R O/ l a t i k @ m a~ ;morphalou2 dela lglex;drolatiquement;156176;-;-;-;-;-;d R O l a t i k @ m a~ OU d R O/ l a t i k @ m a~ ;morphalou2 dela lglex
druement;21707;Adverbe;;;-;;d R y @ m a~;morphalou2;druement;156378;-;-;-;-;-;d R y @ m a~;morphalou2
drôlement;21727;Adverbe;;;-;;d R o l @ m a~ OU d R O/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;drôlement;156426;-;-;-;-;-;d R o l @ m a~ OU d R O/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
drûment;21738;Adverbe;;;-;"variante du lemme #21707 ""druement""";d R y m a~;morphalou2;drûment;156452;-;-;-;-;-;d R y m a~;morphalou2
dubitativement;21746;Adverbe;;;-;;d y b i t a t i v @ m a~;morphalou2 dela dicollecte lglex lefff;dubitativement;156475;-;-;-;-;-;d y b i t a t i v @ m a~;morphalou2 dela dicollecte lglex lefff
durablement;21805;Adverbe;;;-;;d y R a b l @ m a~;morphalou2 dela dicollecte lglex lefff;durablement;156856;-;-;-;-;-;d y R a b l @ m a~;morphalou2 dela dicollecte lglex lefff
durement;21816;Adverbe;;;-;;d y R @ m a~;morphalou2 dela dicollecte lglex lefff;durement;156930;-;-;-;-;-;d y R @ m a~;morphalou2 dela dicollecte lglex lefff
dynamiquement;21839;Adverbe;;;-;;d i n a m i k @ m a~;morphalou2 dela dicollecte lglex lefff;dynamiquement;157104;-;-;-;-;-;d i n a m i k @ m a~;morphalou2 dela dicollecte lglex lefff
débonnairement;21987;Adverbe;;;-;;d e b O n E R @ m a~ OU d E/ b O/ n E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;débonnairement;159133;-;-;-;-;-;d e b O n E R @ m a~ OU d E/ b O/ n E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
décemment;22202;Adverbe;;;-;;d e s a m a~ OU d E/ s a m a~ ;morphalou2 dela dicollecte lglex lefff;décemment;163124;-;-;-;-;-;d e s a m a~ OU d E/ s a m a~ ;morphalou2 dela dicollecte lglex lefff
décidément;22292;Adverbe;;;-;;d e s i d e m a~ OU d E/ s i d E/ m a~ ;morphalou2 dela dicollecte lglex lefff;décidément;164558;-;-;-;-;-;d e s i d e m a~ OU d E/ s i d E/ m a~ ;morphalou2 dela dicollecte lglex lefff
déconcertement;22410;Adverbe;;;-;;d e k o~ s E R t @ m a~ OU d E/ k o~ s E R t @ m a~ ;morphalou2;déconcertement;166525;-;-;-;-;-;d e k o~ s E R t @ m a~ OU d E/ k o~ s E R t @ m a~ ;morphalou2
décorativement;22444;Adverbe;;;-;;d e k O R a t i v @ m a~ OU d E/ k O/ R a t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;décorativement;167286;-;-;-;-;-;d e k O R a t i v @ m a~ OU d E/ k O/ R a t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
dédaigneusement;22568;Adverbe;;;-;;d e d E J 9 z @ m a~ OU d E/ d E/ J 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;dédaigneusement;169555;-;-;-;-;-;d e d E J 9 z @ m a~ OU d E/ d E/ J 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
déductivement;22600;Adverbe;;;-;;d e d y k t i v @ m a~ OU d E/ d y k t i v @ m a~ ;morphalou2 dela dicollecte lglex;déductivement;170026;-;-;-;-;-;d e d y k t i v @ m a~ OU d E/ d y k t i v @ m a~ ;morphalou2 dela dicollecte lglex
défavorablement;22626;Adverbe;;;-;;d e f a v O R a b l @ m a~ OU d E/ f a v O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;défavorablement;170483;-;-;-;-;-;d e f a v O R a b l @ m a~ OU d E/ f a v O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
défectueusement;22632;Adverbe;;;-;;d e f E k t y 2 z @ m a~;morphalou2 dela dicollecte lglex lefff;défectueusement;170596;-;-;-;-;-;d e f E k t y 2 z @ m a~;morphalou2 dela dicollecte lglex lefff
définitivement;22693;Adverbe;;;-;;d e f i n i t i v @ m a~ OU d E/ f i n i t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;définitivement;171381;-;-;-;-;-;d e f i n i t i v @ m a~ OU d E/ f i n i t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
dégoûtamment;22845;Adverbe;;;-;;d e g u t a m a~ OU d E/ g u t a m a~ ;morphalou2 dela dicollecte lglex lefff;dégoûtamment;174476;-;-;-;-;-;d e g u t a m a~ OU d E/ g u t a m a~ ;morphalou2 dela dicollecte lglex lefff
