---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
déjà;22955;Adverbe;;;-;;d e Z a OU d E/ Z a ;morphalou2 dela dicollecte lglex lefff;déjà;176411;-;-;-;-;-;d e Z a OU d E/ Z a ;morphalou2 dela dicollecte lglex lefff
délectablement;22986;Adverbe;;;-;;d e l E k t a b l @ m a~ OU d E/ l E k t a b l @ m a~ ;morphalou2 dela lglex;délectablement;176901;-;-;-;-;-;d e l E k t a b l @ m a~ OU d E/ l E k t a b l @ m a~ ;morphalou2 dela lglex
délibérément;22997;Adverbe;;;-;;d e l i b e R e m a~ OU d E/ l i b E/ R E/ m a~ ;morphalou2 dela dicollecte lglex lefff;délibérément;177075;-;-;-;-;-;d e l i b e R e m a~ OU d E/ l i b E/ R E/ m a~ ;morphalou2 dela dicollecte lglex lefff
délicatement;22999;Adverbe;;;-;;d e l i k a t @ m a~ OU d E/ l i k a t @ m a~ ;morphalou2 dela dicollecte lglex lefff;délicatement;177080;-;-;-;-;-;d e l i k a t @ m a~ OU d E/ l i k a t @ m a~ ;morphalou2 dela dicollecte lglex lefff
délicieusement;23002;Adverbe;;;-;;d e l i s j 9 z @ m a~ OU d E/ l i s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;délicieusement;177083;-;-;-;-;-;d e l i s j 9 z @ m a~ OU d E/ l i s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
déloyalement;23042;Adverbe;;;-;;d e l w a j a l @ m a~ OU d E/ l w a j a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;déloyalement;177719;-;-;-;-;-;d e l w a j a l @ m a~ OU d E/ l w a j a l @ m a~ ;morphalou2 dela dicollecte lglex lefff
démesurément;23125;Adverbe;;;-;;d e m @ z y R e m a~ OU d E/ m @ z y R E/ m a~ ;morphalou2 dela dicollecte lglex lefff;démesurément;179024;-;-;-;-;-;d e m @ z y R e m a~ OU d E/ m @ z y R E/ m a~ ;morphalou2 dela dicollecte lglex lefff
démocratiquement;23159;Adverbe;;;-;;d e m O k R a t i k @ m a~ OU d E/ m O/ k R a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;démocratiquement;179499;-;-;-;-;-;d e m O k R a t i k @ m a~ OU d E/ m O/ k R a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
démoniaquement;23185;Adverbe;;;-;;d e m O n j a k @ m a~ OU d E/ m O/ n j a k @ m a~ ;morphalou2 dela dicollecte lglex;démoniaquement;179708;-;-;-;-;-;d e m O n j a k @ m a~ OU d E/ m O/ n j a k @ m a~ ;morphalou2 dela dicollecte lglex
dépendamment;23388;Adverbe;;;-;;d e p a~ d a m a~ OU d E/ p a~ d a m a~ ;morphalou2 dela lglex;dépendamment;183200;-;-;-;-;-;d e p a~ d a m a~ OU d E/ p a~ d a m a~ ;morphalou2 dela lglex
déplaisamment;23438;Adverbe;;;-;;d e p l E z a m a~ OU d E/ p l E/ z a m a~ ;morphalou2 dela lglex;déplaisamment;184094;-;-;-;-;-;d e p l E z a m a~ OU d E/ p l E/ z a m a~ ;morphalou2 dela lglex
déplorablement;23460;Adverbe;;;-;;d e p l O R a b l @ m a~ OU d E/ p l O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;déplorablement;184296;-;-;-;-;-;d e p l O R a b l @ m a~ OU d E/ p l O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
déraisonnablement;23594;Adverbe;;;-;;d e R E z O n a b l @ m a~ OU d E/ R E/ z O/ n a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;déraisonnablement;186280;-;-;-;-;-;d e R E z O n a b l @ m a~ OU d E/ R E/ z O/ n a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
dérisoirement;23618;Adverbe;;;-;;d e R i z w a R @ m a~ OU d E/ R i z w a R @ m a~ ;morphalou2 dela dicollecte lglex lefff;dérisoirement;186748;-;-;-;-;-;d e R i z w a R @ m a~ OU d E/ R i z w a R @ m a~ ;morphalou2 dela dicollecte lglex lefff
désagréablement;23696;Adverbe;;;-;;d e z a g R e a b l @ m a~ OU d E/ z a g R E/ a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;désagréablement;188061;-;-;-;-;-;d e z a g R e a b l @ m a~ OU d E/ z a g R E/ a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
désastreusement;23757;Adverbe;;;-;;d e z a s t R 9 z @ m a~ OU d E/ z a s t R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;désastreusement;189293;-;-;-;-;-;d e z a s t R 9 z @ m a~ OU d E/ z a s t R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
désavantageusement;23761;Adverbe;;;-;;d e z a v a~ t a Z 9 z @ m a~ OU d E/ z a v a~ t a Z 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;désavantageusement;189351;-;-;-;-;-;d e z a v a~ t a Z 9 z @ m a~ OU d E/ z a v a~ t a Z 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
désespérément;23820;Adverbe;;;-;;d e z E s p e R e m a~ OU d E/ z E s p E/ R E/ m a~ ;morphalou2 dela dicollecte lglex lefff;désespérément;190766;-;-;-;-;-;d e z E s p e R e m a~ OU d E/ z E s p E/ R E/ m a~ ;morphalou2 dela dicollecte lglex lefff
désobligeamment;23892;Adverbe;;;-;;d e z O b l i Z a m a~ OU d E/ z O/ b l i Z a m a~ ;morphalou2 dela lglex;désobligeamment;191929;-;-;-;-;-;d e z O b l i Z a m a~ OU d E/ z O/ b l i Z a m a~ ;morphalou2 dela lglex
désormais;23937;Adverbe;;;-;;d e z O R m E OU d E/ z O R m E/ ;morphalou2 dela dicollecte lglex lefff;désormais;192684;-;-;-;-;-;d e z O R m E OU d E/ z O R m E/ ;morphalou2 dela dicollecte lglex lefff
déterminément;24014;Adverbe;;;-;;d e t E R m i n e m a~ OU d E/ t E R m i n E/ m a~ ;morphalou2 dela dicollecte lglex;déterminément;193778;-;-;-;-;-;d e t E R m i n e m a~ OU d E/ t E R m i n E/ m a~ ;morphalou2 dela dicollecte lglex
détestablement;24024;Adverbe;;;-;;d e t E s t a b l @ m a~ OU d E/ t E s t a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;détestablement;193852;-;-;-;-;-;d e t E s t a b l @ m a~ OU d E/ t E s t a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
dévotement;24175;Adverbe;;;-;;d e v O t @ m a~ OU d E/ v O/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff;dévotement;196327;-;-;-;-;-;d e v O t @ m a~ OU d E/ v O/ t @ m a~ ;morphalou2 dela dicollecte lglex lefff
dévotieusement;24176;Adverbe;;;-;;d e v O s j 9 z @ m a~ OU d E/ v O/ s j 6 z @ m a~ ;morphalou2 dela lglex;dévotieusement;196328;-;-;-;-;-;d e v O s j 9 z @ m a~ OU d E/ v O/ s j 6 z @ m a~ ;morphalou2 dela lglex
dûment;24201;Adverbe;;;-;;d y m a~;morphalou2 dela dicollecte lglex lefff;dûment;196683;-;-;-;-;-;d y m a~;morphalou2 dela dicollecte lglex lefff
ecclésiastiquement;24211;Adverbe;;;-;;e k l e z j a s t i k @ m a~ OU E/ k l E/ z j a s t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;ecclésiastiquement;196710;-;-;-;-;-;e k l e z j a s t i k @ m a~ OU E/ k l E/ z j a s t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
effectivement;24275;Adverbe;;;-;;e f E k t i v @ m a~ OU E/ f E k t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;effectivement;197120;-;-;-;-;-;e f E k t i v @ m a~ OU E/ f E k t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
efficacement;24290;Adverbe;;;-;;e f i k a s @ m a~ OU E/ f i k a s @ m a~ ;morphalou2 dela dicollecte lglex lefff;efficacement;197251;-;-;-;-;-;e f i k a s @ m a~ OU E/ f i k a s @ m a~ ;morphalou2 dela dicollecte lglex lefff
effrontément;24353;Adverbe;;;-;;e f R o~ t e m a~ OU E/ f R o~ t E/ m a~ ;morphalou2 dela dicollecte lglex lefff;effrontément;198056;-;-;-;-;-;e f R o~ t e m a~ OU E/ f R o~ t E/ m a~ ;morphalou2 dela dicollecte lglex lefff
effroyablement;24355;Adverbe;;;-;;e f R w a j a b l @ m a~ OU E/ f R w a j a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;effroyablement;198061;-;-;-;-;-;e f R w a j a b l @ m a~ OU E/ f R w a j a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
effrénément;24358;Adverbe;;;-;;e f R e n e m a~ OU E/ f R E/ n E/ m a~ ;morphalou2 dela lglex;effrénément;198117;-;-;-;-;-;e f R e n e m a~ OU E/ f R E/ n E/ m a~ ;morphalou2 dela lglex
elliptiquement;24388;Adverbe;;;-;;e l i p t i k @ m a~ OU E/ l i p t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;elliptiquement;198389;-;-;-;-;-;e l i p t i k @ m a~ OU E/ l i p t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
emblématiquement;24452;Adverbe;;;-;;a~ b l e m a t i k @ m a~ OU a~ b l E/ m a t i k @ m a~ ;morphalou2 dela dicollecte lglex;emblématiquement;199517;-;-;-;-;-;a~ b l e m a t i k @ m a~ OU a~ b l E/ m a t i k @ m a~ ;morphalou2 dela dicollecte lglex
emphatiquement;24654;Adverbe;;;-;;a~ f a t i k @ m a~;morphalou2 dela dicollecte lglex lefff;emphatiquement;203447;-;-;-;-;-;a~ f a t i k @ m a~;morphalou2 dela dicollecte lglex lefff
encore;24897;Adverbe;;;-;;a~ k O R @;morphalou2 dela dicollecte lglex lefff;encore;207699;-;-;-;-;-;a~ k O R @;morphalou2 dela dicollecte lglex lefff
enfin;25063;Adverbe;;;-;;a~ f e~;morphalou2 dela dicollecte lglex lefff;enfin;210145;-;-;-;-;-;a~ f e~;morphalou2 dela dicollecte lglex lefff
ennuyeusement;25241;Adverbe;;;-;;a~ n H i j 9 z @ m a~ OU a~ n H i j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;ennuyeusement;213742;-;-;-;-;-;a~ n H i j 9 z @ m a~ OU a~ n H i j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
ensemble;25331;Adverbe;;;-;;a~ s a~ b l @;morphalou2 dela dicollecte lglex lefff;ensemble;215397;-;-;-;-;-;a~ s a~ b l @;morphalou2 dela dicollecte lglex lefff
ensuite;25359;Adverbe;;;-;;a~ s H i t @;morphalou2 dela dicollecte lglex lefff;ensuite;215900;-;-;-;-;-;a~ s H i t @;morphalou2 dela dicollecte lglex lefff
entièrement;25401;Adverbe;;;-;;a~ t j E R @ m a~ OU a~ t j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;entièrement;216589;-;-;-;-;-;a~ t j E R @ m a~ OU a~ t j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
envieusement;25578;Adverbe;;;-;;a~ v j 9 z @ m a~ OU a~ v j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;envieusement;219204;-;-;-;-;-;a~ v j 9 z @ m a~ OU a~ v j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
environ;25582;Adverbe;;;-;;a~ v i R o~;morphalou2 dela dicollecte lefff;environ;219215;-;-;-;-;-;a~ v i R o~;morphalou2 dela dicollecte lefff
essentiellement;25845;Adverbe;;;-;;e s a~ s j E l @ m a~ OU E/ s a~ s j E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;essentiellement;221740;-;-;-;-;-;e s a~ s j E l @ m a~ OU E/ s a~ s j E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
esthétiquement;25896;Adverbe;;;-;;E s t e t i k @ m a~ OU E s t E/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;esthétiquement;222291;-;-;-;-;-;E s t e t i k @ m a~ OU E s t E/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
européennement;26023;Adverbe;;;-;;2 R O p e E n @ m a~ OU 6 R O/ p E/ E n @ m a~ ;morphalou2 dela lglex;européennement;223274;-;-;-;-;-;2 R O p e E n @ m a~ OU 6 R O/ p E/ E n @ m a~ ;morphalou2 dela lglex
exactement;26043;Adverbe;;;-;;E g z a k t @ m a~;morphalou2 dela dicollecte lglex lefff;exactement;223372;-;-;-;-;-;E g z a k t @ m a~;morphalou2 dela dicollecte lglex lefff
exagérément;26053;Adverbe;;;-;;E g z a Z e R e m a~ OU E g z a Z E/ R E/ m a~ ;morphalou2 dela dicollecte lglex lefff;exagérément;223444;-;-;-;-;-;E g z a Z e R e m a~ OU E g z a Z E/ R E/ m a~ ;morphalou2 dela dicollecte lglex lefff
excellemment;26077;Adverbe;;;-;;E k s E l a m a~ OU E k s E/ l a m a~ ;morphalou2 dela dicollecte lglex lefff;excellemment;223748;-;-;-;-;-;E k s E l a m a~ OU E k s E/ l a m a~ ;morphalou2 dela dicollecte lglex lefff
excentriquement;26087;Adverbe;;;-;;E k s a~ t R i k @ m a~;morphalou2 dela dicollecte lglex lefff;excentriquement;223871;-;-;-;-;-;E k s a~ t R i k @ m a~;morphalou2 dela dicollecte lglex lefff
exceptionnellement;26092;Adverbe;;;-;;E k s E p s j O n E l @ m a~ OU E k s E p s j O/ n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;exceptionnellement;223931;-;-;-;-;-;E k s E p s j O n E l @ m a~ OU E k s E p s j O/ n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
excessivement;26095;Adverbe;;;-;;E k s e s i v @ m a~ OU E k s E/ s i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;excessivement;223937;-;-;-;-;-;E k s e s i v @ m a~ OU E k s E/ s i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
exclusivement;26123;Adverbe;;;-;;E k s k l y z i v @ m a~;morphalou2 dela dicollecte lglex lefff;exclusivement;224253;-;-;-;-;-;E k s k l y z i v @ m a~;morphalou2 dela dicollecte lglex lefff
exemplairement;26162;Adverbe;;;-;;E g z a~ p l E R @ m a~ OU E g z a~ p l E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;exemplairement;224744;-;-;-;-;-;E g z a~ p l E R @ m a~ OU E g z a~ p l E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
exhaustivement;26189;Adverbe;;;-;;E g z o s t i v @ m a~ OU E g z O/ s t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;exhaustivement;225101;-;-;-;-;-;E g z o s t i v @ m a~ OU E g z O/ s t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
exorbitamment;26241;Adverbe;;;-;;E g z O R b i t a m a~;morphalou2 dela lglex;exorbitamment;225675;-;-;-;-;-;E g z O R b i t a m a~;morphalou2 dela lglex
expertement;26281;Adverbe;;;-;;E k s p E R t @ m a~;morphalou2 dela dicollecte lglex lefff;expertement;225974;-;-;-;-;-;E k s p E R t @ m a~;morphalou2 dela dicollecte lglex lefff
explicitement;26304;Adverbe;;;-;;E k s p l i s i t @ m a~;morphalou2 dela dicollecte lglex lefff;explicitement;226186;-;-;-;-;-;E k s p l i s i t @ m a~;morphalou2 dela dicollecte lglex lefff
exponentiellement;26334;Adverbe;;;-;;E k s p O n a~ s j E l @ m a~ OU E k s p O/ n a~ s j E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;exponentiellement;226510;-;-;-;-;-;E k s p O n a~ s j E l @ m a~ OU E k s p O/ n a~ s j E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
expressivement;26354;Adverbe;;;-;;E k s p R e s i v @ m a~ OU E k s p R E/ s i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;expressivement;226659;-;-;-;-;-;E k s p R e s i v @ m a~ OU E k s p R E/ s i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
expressément;26356;Adverbe;;;-;;E k s p R e s e m a~ OU E k s p R E/ s E/ m a~ ;morphalou2 dela dicollecte lglex lefff;expressément;226662;-;-;-;-;-;E k s p R e s e m a~ OU E k s p R E/ s E/ m a~ ;morphalou2 dela dicollecte lglex lefff
exprès;26366;Adverbe;;;-;;E k s p R E;morphalou2 dela dicollecte lglex lefff;exprès;226785;-;-;-;-;-;E k s p R E;morphalou2 dela dicollecte lglex lefff
expérimentalement;26389;Adverbe;;;-;;E k s p e R i m a~ t a l @ m a~ OU E k s p E/ R i m a~ t a l @ m a~ ;morphalou2 dela dicollecte lglex lefff;expérimentalement;226989;-;-;-;-;-;E k s p e R i m a~ t a l @ m a~ OU E k s p E/ R i m a~ t a l @ m a~ ;morphalou2 dela dicollecte lglex lefff
exquisement;26398;Adverbe;;;-;;E k s k i z @ m a~;morphalou2 dicollecte;exquisement;227061;-;-;-;-;-;E k s k i z @ m a~;morphalou2 dicollecte
exquisément;26400;Adverbe;;;-;;E k s k i z e m a~ OU E k s k i z E/ m a~ ;morphalou2 dela dicollecte lglex lefff;exquisément;227064;-;-;-;-;-;E k s k i z e m a~ OU E k s k i z E/ m a~ ;morphalou2 dela dicollecte lglex lefff
extraordinairement;26468;Adverbe;;;-;;E k s t R a O R d i n E R @ m a~ OU E k s t R a O R d i n E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;extraordinairement;227574;-;-;-;-;-;E k s t R a O R d i n E R @ m a~ OU E k s t R a O R d i n E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
extravagamment;26474;Adverbe;;;-;;E k s t R a v a g a m a~;morphalou2 dela dicollecte lglex;extravagamment;227636;-;-;-;-;-;E k s t R a v a g a m a~;morphalou2 dela dicollecte lglex
extrêmement;26501;Adverbe;;;-;;E k s t R E m @ m a~ OU E k s t R E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff;extrêmement;227847;-;-;-;-;-;E k s t R E m @ m a~ OU E k s t R E/ m @ m a~ ;morphalou2 dela dicollecte lglex lefff
extérieurement;26510;Adverbe;;;-;;E k s t e R j 9 R @ m a~ OU E k s t E/ R j 6 R @ m a~ ;morphalou2 dela dicollecte lglex lefff;extérieurement;227919;-;-;-;-;-;E k s t e R j 9 R @ m a~ OU E k s t E/ R j 6 R @ m a~ ;morphalou2 dela dicollecte lglex lefff
exécrablement;26525;Adverbe;;;-;;E g z e k R a b l @ m a~ OU E g z E/ k R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;exécrablement;228150;-;-;-;-;-;E g z e k R a b l @ m a~ OU E g z E/ k R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
fabuleusement;26564;Adverbe;;;-;;f a b y l 9 z @ m a~ OU f a b y l 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;fabuleusement;228437;-;-;-;-;-;f a b y l 9 z @ m a~ OU f a b y l 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
facilement;26575;Adverbe;;;-;;f a s i l @ m a~;morphalou2 dela dicollecte lglex lefff;facilement;228562;-;-;-;-;-;f a s i l @ m a~;morphalou2 dela dicollecte lglex lefff
facétieusement;26605;Adverbe;;;-;;f a s e s j 9 z @ m a~ OU f a s E/ s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;facétieusement;228780;-;-;-;-;-;f a s e s j 9 z @ m a~ OU f a s E/ s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
fadement;26616;Adverbe;;;-;;f a d @ m a~;morphalou2 dela dicollecte lglex lefff;fadement;228809;-;-;-;-;-;f a d @ m a~;morphalou2 dela dicollecte lglex lefff
faiblement;26638;Adverbe;;;-;;f E b l @ m a~;morphalou2 dela dicollecte lglex lefff;faiblement;228956;-;-;-;-;-;f E b l @ m a~;morphalou2 dela dicollecte lglex lefff
fallacieusement;26691;Adverbe;;;-;;f a l a s j 9 z @ m a~ OU f a l a s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;fallacieusement;229335;-;-;-;-;-;f a l a s j 9 z @ m a~ OU f a l a s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
fameusement;26706;Adverbe;;;-;;f a m 9 z @ m a~ OU f a m 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;fameusement;229474;-;-;-;-;-;f a m 9 z @ m a~ OU f a m 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
familièrement;26714;Adverbe;;;-;;f a m i l j E R @ m a~ OU f a m i l j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;familièrement;229544;-;-;-;-;-;f a m i l j E R @ m a~ OU f a m i l j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
fanatiquement;26728;Adverbe;;;-;;f a n a t i k @ m a~;morphalou2 dela dicollecte lglex lefff;fanatiquement;229577;-;-;-;-;-;f a n a t i k @ m a~;morphalou2 dela dicollecte lglex lefff
fantasquement;26765;Adverbe;;;-;;f a~ t a s k @ m a~;morphalou2 dela dicollecte lglex;fantasquement;229958;-;-;-;-;-;f a~ t a s k @ m a~;morphalou2 dela dicollecte lglex
fantastiquement;26770;Adverbe;;;-;;f a~ t a s t i k @ m a~;morphalou2 dela dicollecte lglex lefff;fantastiquement;229969;-;-;-;-;-;f a~ t a s t i k @ m a~;morphalou2 dela dicollecte lglex lefff
farouchement;26830;Adverbe;;;-;;f a R u S @ m a~;morphalou2 dela dicollecte lglex lefff;farouchement;230459;-;-;-;-;-;f a R u S @ m a~;morphalou2 dela dicollecte lglex lefff
fastidieusement;26855;Adverbe;;;-;;f a s t i d j 9 z @ m a~ OU f a s t i d j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;fastidieusement;230622;-;-;-;-;-;f a s t i d j 9 z @ m a~ OU f a s t i d j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
fastueusement;26858;Adverbe;;;-;;f a s t y 2 z @ m a~ OU f a s t y 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;fastueusement;230631;-;-;-;-;-;f a s t y 2 z @ m a~ OU f a s t y 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
fatalement;26864;Adverbe;;;-;;f a t a l @ m a~;morphalou2 dela dicollecte lglex lefff;fatalement;230697;-;-;-;-;-;f a t a l @ m a~;morphalou2 dela dicollecte lglex lefff
faussement;26925;Adverbe;;;-;;f o s @ m a~ OU f O/ s @ m a~ ;morphalou2 dela dicollecte lglex lefff;faussement;231133;-;-;-;-;-;f o s @ m a~ OU f O/ s @ m a~ ;morphalou2 dela dicollecte lglex lefff
fautivement;26936;Adverbe;;;-;;f o t i v @ m a~ OU f O/ t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;fautivement;231256;-;-;-;-;-;f o t i v @ m a~ OU f O/ t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
favorablement;26946;Adverbe;;;-;;f a v O R a b l @ m a~ OU f a v O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff;favorablement;231277;-;-;-;-;-;f a v O R a b l @ m a~ OU f a v O/ R a b l @ m a~ ;morphalou2 dela dicollecte lglex lefff
fermement;27057;Adverbe;;;-;;f E R m @ m a~;morphalou2 dela dicollecte lglex lefff;fermement;231975;-;-;-;-;-;f E R m @ m a~;morphalou2 dela dicollecte lglex lefff
fichtrement;27207;Adverbe;;;-;;f i S t R @ m a~;morphalou2 dela dicollecte lglex lefff;fichtrement;233164;-;-;-;-;-;f i S t R @ m a~;morphalou2 dela dicollecte lglex lefff
fictivement;27214;Adverbe;;;-;;f i k t i v @ m a~;morphalou2 dela dicollecte lglex lefff;fictivement;233183;-;-;-;-;-;f i k t i v @ m a~;morphalou2 dela dicollecte lglex lefff
fidèlement;27224;Adverbe;;;-;;f i d E l @ m a~ OU f i d E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;fidèlement;233206;-;-;-;-;-;f i d E l @ m a~ OU f i d E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
figurativement;27268;Adverbe;;;-;;f i g y R a t i v @ m a~;morphalou2 dela dicollecte lglex lefff;figurativement;233507;-;-;-;-;-;f i g y R a t i v @ m a~;morphalou2 dela dicollecte lglex lefff
figurément;27275;Adverbe;;;-;;f i g y R e m a~ OU f i g y R E/ m a~ ;morphalou2 dela dicollecte lglex lefff;figurément;233571;-;-;-;-;-;f i g y R e m a~ OU f i g y R E/ m a~ ;morphalou2 dela dicollecte lglex lefff
finalement;27345;Adverbe;;;-;;f i n a l @ m a~;morphalou2 dela dicollecte lglex lefff;finalement;234102;-;-;-;-;-;f i n a l @ m a~;morphalou2 dela dicollecte lglex lefff
financièrement;27358;Adverbe;;;-;;f i n a~ s j E R @ m a~ OU f i n a~ s j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;financièrement;234229;-;-;-;-;-;f i n a~ s j E R @ m a~ OU f i n a~ s j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
finement;27368;Adverbe;;;-;;f i n @ m a~;morphalou2 dela dicollecte lglex lefff;finement;234301;-;-;-;-;-;f i n @ m a~;morphalou2 dela dicollecte lglex lefff
fissa;27399;Adverbe;;;-;;f i s a;morphalou2 dela dicollecte;fissa;234520;-;-;-;-;-;f i s a;morphalou2 dela dicollecte
fixement;27420;Adverbe;;;-;;f i k s @ m a~;morphalou2 dela dicollecte lglex lefff;fixement;234626;-;-;-;-;-;f i k s @ m a~;morphalou2 dela dicollecte lglex lefff
fièrement;27428;Adverbe;;;-;;f j E R @ m a~ OU f j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;fièrement;234694;-;-;-;-;-;f j E R @ m a~ OU f j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
fiévreusement;27432;Adverbe;;;-;;f j e v R 9 z @ m a~ OU f j E/ v R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;fiévreusement;234703;-;-;-;-;-;f j e v R 9 z @ m a~ OU f j E/ v R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
flasquement;27526;Adverbe;;;-;;f l a s k @ m a~;morphalou2 dela lglex;flasquement;235377;-;-;-;-;-;f l a s k @ m a~;morphalou2 dela lglex
flatteusement;27532;Adverbe;;;-;;f l a t 9 z @ m a~ OU f l a t 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;flatteusement;235439;-;-;-;-;-;f l a t 9 z @ m a~ OU f l a t 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
